ID,Title,Institution,Members,Location,Coordinates,Issue Primary,Issue Secondary,Approach Primary,Approach Secondary,Youth Focused?,Quote
2262,Irrigation System in An Internally Displaced Cooperative’s Farm,Bates College,Axelle Tougouma,Ouangolodougou,"9.968370,-5.148820",Ag & Food Security,,Equipment & Materials,Skills Development,Yes,"The project implemented an irrigation system on the farm of Association AGNAWÊ GOMI, a cooperative
of displaced Burkinabe women in Ouangolodougou engaged in small-scale farming.  After identifying the main
needs of Association AGNAWÊ GOMI which are coping with irregular rainfall and learning new farming
techniques, it was clear that building an irrigation system would make the biggest impact. This would
allow them to produce crops year-round without fear of the dry season, diversify their agricultural
production, increase their income, and at the same time receive training in sustainable farming practices.This project contributed to empowering women in a male-centered activity. It gave them a sense of
courage, belonging, and support while bridging the gap of gender inequality and exclusion. At the same
time, it helped restore some of the societal damage caused by the ongoing security crisis in Burkina
Faso. By offering training on irrigation system maintenance and sustainable farming practices, the women
gained the authority to independently manage the infrastructure. This knowledge boosted both their
productivity and annual revenue. In many ways, our project contributed to peace by restoring dignity,
enabling financial independence, and improving the well-being of their children and, in turn, their
communities as future changemakers."
2241,Kel Chai Ich Project: Higher Education Access,Columbia University,Gulnazik Bakhramova,Zhalal-Abad oblast/Aksy region,"40.944980,72.993130","Education Quality, Equity & Access",,Educational Enrichment,,Yes,"Peace involves creating environments where individuals can pursue their aspirations freely, without
fear of judgment or limitation. By enabling young women to access education, Kel Chai Ich contributes
to peace in both the short and long term. In the immediate sense, it provides girls with the tools to
achieve their goals. Over time, it fosters a more equitable and inclusive society by challenging norms
and creating opportunities for future generations.
While the Kel Chai Ich project supported higher education aspirations, it also built understanding
between parents and students. In Kyrgyzstan, family decision-making is central, so we embraced this
by providing shared language and information for families to discuss opportunities together. We
worked directly with parents, inviting them to workshops where we shared opportunities for their
daughters and encouraged them to become advocates. Parents inspired by our discussions
volunteered to chaperone a three-day field trip, building trust and collaboration. This year, 15 parents
attended our gathering, bringing thoughtful questions and voicing concerns about working with a local
organization like ours. Some were initially skeptical about the program and funding, but I addressed
this through open conversations, sharing my background and the purpose of the grant, while
maintaining clear boundaries with students."
2234,"Knowledge for Peace: Egiye Jao, A Parent Education Initiative in Rangamati",Clark University,Turna Barua,Rangamati District,"22.643170,92.191860","Education Quality, Equity & Access",,Educational Enrichment,,No,"This project affirmed my commitment to building peace through inclusion and education. One woman
shared how Egiye Jao reignited her passion for learning after she had been denied an education as a
child while her brothers continued in school. For years she felt invisible, yet through the program she felt
‘seen’ for the first time and was able to showcase her intelligence and curiosity. Her story showed me that
peace emerges when communities practice inclusion and respect, transforming everyday interactions into
acts of reconciliation. When individuals are given opportunities to learn, to be valued, and to have their
voices heard, they are able to flourish, and that flourishing strengthens the bonds of peace within their
communities. Her story reminded me that peace is built from the ground up, through everyday acts of
inclusion and the creation of spaces where people can thrive."
2353,Leer Mexico Read -- An Oasis of Peace,International House,Olivia Schulist,Mexico City,"19.428470,-99.127660","Education Quality, Equity & Access",,Documentary & Reporting,,Yes,"I collaborated with John Omernik and Sergio Balgañón of Leer Mexico Read in Itzapalapa, Mexico City to produce a documentary titled Oasis. The resulting film highlights how the education center serves as an oasis for peace by fostering empathy, personal growth, and nonviolent conflict resolution.
produced a documentary titled Oasis. 
Interviews were conducted with members of the community served by Leer Mexico Read in Iztapalapa. Questions included: “What does peace mean to you?”; “What role has Leer Mexico Read played in your personal journey toward peace?”; and “What is your message of peace to the world?” A 35-minute documentary was produced with Spanish and English audio and English subtitles, exploring the role of education in promoting understanding, empathy, and personal growth, as well as the choice of peaceful over violent means of conflict resolution. Additional short videos were created to share with prospective teachers, donors, and community members interested in learning more about Leer Mexico Read. Remaining funds were donated to support the site’s supplies and routine operations. 
The documentary addressed how educational centers can be means of promoting personal growth, the formation of healthy habits, empathy, nonviolent conflict resolution, and community-level peace at large.
"
2251,Luz da Esperança - Peacebuilding Through Fighting Energy Poverty,Earlham College,Gina Mariana Magno Manhiça,Moamba,"-25.602680,32.246070",Health & Wellbeing,Technology Equity & Access,Infrastructure,,No,"Luz da Esperança was a peace-building project that aimed to reduce energy poverty,
deforestation, and pain caused by smoke in a neglected community in Kachene, Mozambique. I worked
with Mysol Moçambique to provide 66 solar panel kits to the community and 3 to the local primary school.

It is estimated that about 300 people were positively impacted by the project. They no longer need to start their day earlier because access to electricity has empowered them to continue their activities even after sunset. Families who asked to have a of solar-powered LED light in the outside area of their houses will be better able to protect themselves
from creeping venomous animals such as scorpions and snakes.The light makes it so that people can feel safer in the night. Access to a clean source of energy will also allow people to access a better
quality of air. There will be less exposure to respiratory diseases and to spreading fires caused by
candles or lamps, especially for elderly people with vulnerable lungs or families. Classes can still be held effectively at the local primary school, even on low-light days or during winter, when it gets dark earlier than in summer. Children can now work on their homework and study at night at home. The teachers can also work on their grades and prepare classes at night in their homes.
The families are now accessing a free source of energy that
would take them years to purchase by themselves, given that most of the families rely on subsistence
agriculture and do not have the financial means to afford solar panel kits. Now that the families and
teachers can use solar power to replace their kerosene lamps and battery-powered candles, they do not
need to continue buying these temporary light sources. This allows them to save and invest their money
into other basic needs, such as food, education, their families, or improving things in their houses. Luz da
Esperança has also contributed to helping reduce the community's dependency on firewood for lighting,
which is believed will reduce deforestation and avoid potential future conflicts led by vegetation damage
over the next years. Lastly, the young people who took part in the training to help maintain the kits have
also gained a new role in their community, and with it, they have gained an additional way to support
themselves and their community. I feel that this project experience opened my eyes to a big issue that
will still require many more years of work to be solved in my country. After working on this project and
having the chance to learn more about the issues around energy poverty and how it negatively impacts
so many lives, I feel that I finally have the answer to how I can help my people. I found my purpose."
2330,Mentorship Program for Community Peace,University of Chicago,Anthony Calixto,Pennsylvania,"40.273700,-76.884420",Youth development,,Educational Enrichment,Coalition & Community Building,Yes,"The Hazleton Horizons Mentorship Program, created in partnership with the Hazleton
Integration Project (HIP), is a year-round initiative designed to guide first-generation Hispanic middle
school students in Hazleton, Pennsylvania, through critical stages of academic and personal
development. By pairing students with culturally reflective mentors and hosting consistent weekly
engagement, including ten summer events serving 25–35 students and featuring three college field trips,
the program offers career and college exploration, social-emotional skill building, and measurable growth
in career readiness and socio-emotional development.Peace is rooted in relationships. It is not simply the absence of conflict but an active, ongoing
effort to create environments where trust, empathy, and opportunity thrive. Hazleton Horizons embodies
this vision: through mentorship, students found guidance, encouragement, and inspiration in a space
where their experiences were reflected and celebrated.
The program’s measurable successes, demonstrated through pre- and post-program assessments,
captured significant gains in students’ confidence, communication, and career exploration skills. Yet the
true measure of impact came in quieter moments: a student asking their mentor about financial aid,
another proudly sharing their career goals for the first time, or a group of mentees excitedly recounting
their favorite parts of a college campus visit."
2267,Metrology for Peace,International House,Melanie Almeida,Quito,"-0.229850,-78.524950",Youth development,,Skills Development,,Yes,"This project addressed two large issues in Ecuador: insecurity and a lack of job opportunities. This idea
was born out of my own experiences and observations on how these challenges directly affect young
people, especially since I grew up in that area. To make an impact, I implemented a teaching and
certification program in metrology, with the help and partnership of qualified engineers from Ecuador’s only
internationally accredited metrology laboratory, to offer education and prevent young people from joining
criminal organizations due to a lack of job opportunities. This program provided technical training,
employable skills, and hands-on laboratory experience, while also raising awareness of the importance of
metrology in sustainable development. Metrology for Peace defines peace by demonstrating how accurate measurement can be a pillar of equity
and social justice. By training students to apply precise and unbiased measurements in vulnerable sectors
and certifying talent, this program will help reduce conflicts caused by inaccurate measurements and
promote a culture of trust and peace in society. Our working examples included promoting awareness on
the calibration of medical equipment to reduce medical negligence in the human and veterinary health
fields, which fostering peace through practice and ethics, a key message in the course. Since the proper
calibration of equipment ensures safety protocols and reduces economic losses and deaths, it promotes
peace and safety and longevity for our communities. The production of a network for students in the industry
field aims to provide quality-trained professionals focused on metrology activities, offering a network and
community of practice and support, diverting from gang reliance and activities, contributing to a fairer and
more peaceful city. Of our 30 students, 22 students earn their certificate of participation attending all classes and labs. 12 of
those students earned the required 80% on the course to earn international certification. Some of our
students went from not knowing what metrology was, to having an internationally recognized certificate,
and practiced confidence. All partners in the project were pleased with this success."
2223,"Midundo Ya Amani (""Rhythms of Peace""): Dance for Sustainable Peace in the Grand Lac Region",Bennington College,Anuarite Gikonyo,Tanzania,"-6.000000,35.000000",Social Cohesion,,Art & Design,,No,"Physical, emotional, and social safe spaces make change possible. When we feel safe, we can show our
most honest, joyful, creative, and generous selves. Dance helps us create these circles of trust and
belonging. It encourages a deep sense of unity and harmony, both within and between us. This leads us
to say that Midundo Ya Amani wasn’t about teaching dance. It was about using dance to guide young
people to trust themselves and others, to realise the power of the tools within and around them, and to
show up as peacebuilders for their community - to recognise their role as the caretakers of tomorrow,
starting today.
Midundo Ya Amani was a reminder of the power of dance as a catalyst for personal, interpersonal, and
social transformation. As dancers, we speak to humans beyond the social barriers of race, religion,
gender, and language. As artists, we have the power to circulate ideas that challenge the normalised
social orders and power structures. Through this programme, we witnessed how creative expression can
unlock healing, inspire leadership, and offer a path forward in a region that has long suffered from conflict."
2237,Mind Matters: Workshops and Mental Health Resources for Students,Colgate University,Harshitha Talasila,Vijayawada,"16.507450,80.646600",Health & Wellbeing,,Outreach & Information Campaigns,,Yes,"This project worked on filling a gap in mental health awareness and substance abuse
prevention that is prevalent in Indian communities.The workshop series took place at 16 institutions, with each workshop combining
lectures, discussion, and activities on mental health, resilience, and substance abuse prevention.
Every session was led by at least one psychiatrist, incorporating student feedback to remain
flexible and open to student needs, and aimed to educate participants. I define peace as the process of maintaining the foundations in which communities are
able to thrive, support each other, and sustain development, working towards addressing
differences. I hope that my project will contribute towards peace by providing young Indians
with more awareness of a pressing topic in India. Even if one person, out of the thousands we
saw, was able to seek help and receive the support they needed, then it will have been a job well
done. And in the short term, that is what I hope to see. There are now thousands of students in a
region that know more about mental health, substance abuse prevention, and resources available
to them. I"
2272,Missing: Lost Children in the Sulawesi Earthquake and Tsunami (2018),International House,Avantika Seth,Sulawesi,"-5.148610,119.431940",Health & Wellbeing,,Documentary & Reporting,Technology Innovation & Tools,No,
2336,Motherhood in Safety,Wartburg College,Boboya Gabu,Kadi'ba Payam,"5.804820,29.985470",Health & Wellbeing,,Infrastructure,Equipment & Materials,No,"I define peace as the protection of life and the assurance that every individual can thrive without fear of preventable death. The “Motherhood in Safety” project contributes to peace by safeguarding mothers and
infants, reducing preventable mortality, and fostering community trust in healthcare systems. In the short term, the maternity ward now provides a safe space for women to deliver under professional
care. In the long term, it builds resilience, instills hope, and lays the foundation for improved healthcare infrastructure in Mundri East.
Managing the project remotely was my greatest challenge, particularly in ensuring accountability and meeting deadlines. I overcame this by leveraging the County Health Department’s oversight, maintaining
constant communication with contractors, and engaging local leaders for supervision. This experience strengthened my belief that infrastructure development, when paired with education and empowerment,
can create transformative impact in vulnerable communities.
“Motherhood in Safety affirms my conviction that peace begins with safety; the safety of mothers, infants, and families. Building a maternity ward in my village is more than a construction project; it is a declaration
that every mother’s life is valuable. Despite distance and challenges, determination and community partnership made it possible. For me, peace is giving life a safe beginning."""
2297,NABINTU - Peace Through Agriculture,Massachusetts Institute of Technology,Florida Cishesa,Kashusha,"-2.339480,28.803450",Ag & Food Security,,Equipment & Materials,,No,"Our project, NABINTU, aims to become a platform that serves consumers by providing high-quality,
affordable staple foods; supports retailers with a stable market and reduced risk of bankruptcy; and
partners reliably with farmers to ensure the consistent purchase of their crops. Located in Kashusha, a
farming village in the eastern region of the Democratic Republic of Congo (DRC), we are in close
proximity to some of the country’s most fertile lands—areas with the potential to feed the entire nation.
Unfortunately, this natural gift has been stifled by decades of conflict, forcing the population to rely on
costly imports and contributing to widespread malnutrition and undernutrition. Throughout this project, we have collaborated with over 20 individuals, compensating them for their
valuable services. This summer, we partnered with two additional workers and hired transportation
services to deliver the machines to our facility. All of the people we've worked with so far are talented
young adults who, due to limited job opportunities, had previously been unemployed. Although many of
them worked with us for only a short period, they were deeply grateful to receive payment for the first time
in a while. They expressed how much they enjoyed working with us and shared their hope that we would
begin hiring soon. Many felt proud that, for the first time in years, there may be a Congolese-owned local
company that benefits other Congolese business owners such as farmers, retailers, and transportation
services. The excitement surrounding the NABINTU project has fueled our confidence in its long-term
success. With this
funding, we successfully completed the corn flour processing line, which had been on hold since last
summer. Acquiring equipment was the most challenging aspect of the initiative, and thanks to Projects for Peace, we overcame that barrier and are now preparing for operational testing. Throughout this journey, I honed my leadership and managerial skills by ensuring we made the most of the resources available and achieved critical milestones.
In addition, PfP support allowed us to pay for local services, providing a meaningful financial boost to
small businesses in a region suffering from a rebel-induced economic drought. The individuals who
supported the transport of our machines, the local manufacturer who produced the milling equipment, and the construction team that installed the doors, windows, and concrete pavement were all direct
beneficiaries of the funding. This marks the beginning of a broader economic revitalization that promises
to build a better life for the community."
2285,"Nagasaki Echoes Project. Previously called: ""Taking a step to achieve peace by preventing the nuclear tragedy""",International Christian University,Rise SAKAI,Tokyo,"35.689500,139.691710","Education Quality, Equity & Access",,Educational Enrichment,Outreach & Information Campaigns,Yes,"We organized the Nagasaki Echoes Project to deliver the message of the inhumanity of nuclear weapons through the experience of Nagasaki, and it is divided into two main phases; the first phase took place when we held a survivor’s testimony session at our university, where an atomic bomb survivor (or Hibakusha) shared their
experience, a professor at the Research Center for Nuclear Weapons Abolition (RECNA) at Nagasaki University gave a lecture on issues surrounding nuclear weapons, and we hosted the afternoon discussion event about “how to be a responsible global citizen in relation to nuclear abolition."" In the second phase, we organized an atomic bomb exhibition at ICU, with photographs about the Nagasaki atomic bombings, testimonies from survivors, and information about nuclear weapons. I define peace as a world where people can connect, cooperate, and strive to make it a better place. If people try to hurt each other, militarize nations, and create separation among people from different nations, that would not be a peaceful world. Nonetheless, a world with nuclear weapons, which are designed to destroy people and the earth, is not needed in the world I define as peace. Our project contributed to peace by delivering the message of “the inhumanity of nuclear weapons
through Nagasaki’s experience,” and that same thing could happen if we do not do anything in the
current situation. To do that, we aimed to connect three dots in all our events: past, present, and future. At the exhibition, we exhibited the devastating experience of Nagasaki, to show “past,” the current world situation with nuclear weapons to show “present,” and created an open area to write about the visitors’ thoughts in the future section. We used a similar technique for the testimony session as well, to combine another discussion session for students to talk about “how to be a responsible global citizen” with the speakers. With many atomic bomb exhibitions often only emphasizing the “past,” our exhibition was unique in the way we asked visitors to go beyond the past, allowing them to think about the current situation with a critical eye. With this purpose, we had 209 people come to our events in total."
,,,Hanna YOSHIDA,,,,,,,,
2324,NEXT GENERAL TALK (NGT),Trinity College,Alexander Cacciato,Senegal,"14.000000,-14.000000",Youth development,Civic engagement,Dialogue,Outreach & Information,Yes,"Next Generation Talk, organized in partnership with Guediawaye Hip Hop (GHH), promoted youth civic
engagement in four localities of Dakar’s marginalized periphery by organizing a series of six conferences
that served as dialogue spaces where the high values and ideas of democratic institutions were brought
to local youth. Each event followed a similar preparation rhythm: in the period leading up to a given conference, we
contacted organizers in that locality with whom we had existing relationships and created a rough event
plan. Then, we selected experts from our roster of possible panelists and began promoting the
conference, as well as inviting distinguished locals whose attendance or even active participation in the
event might enrich youth attendees’ experience (especially if youth might otherwise have very limited
access to these individuals). In the days preceding a conference, we began transporting and setting up
equipment (e.g. tents, chairs, audiovisual gear, etc.) at the event location. On the day of the conference,
our staff and panelists would meet and get familiar with the event timetable and any other salient details.
Before starting, a moderator, usually from GHH, also reviewed goals and strategies for effectively
engaging young people and communicating complex ideas to them. (In retrospect, this was perhaps one
of the best measures we took, and we probably should have done it even more.) Then we’d begin.  I believe our project helped youth begin to self-orient on
identifying problems, framing and theorizing them in civic and actionable terms (i.e., for our conference
participants themselves to take steps to address the problems they identify), and on where and how to
seek further education on coordinating to overcome collective action problems. Indeed, our conferences
convened and familiarized youth with local civil society leaders, and made them aware of opportunities to
affiliate themselves with formal civil society, which were frequently highlighted as important vehicles for
realizing local and national development because it is through them that international exchange is
possible."
2303,OPEN: Optimizing Pathways for Equitable Neighborhoods,New York University,Faith S. Bradford,Singapore,"1.366667,103.800000","Education Quality, Equity & Access",Social Cohesion,Educational Enrichment,Coalition & Community Building,Yes,
2230,Our Pride Project,Bucknell University,Cheatra Chheang,Phnom Penh,"11.562450,104.916010",Health & Wellbeing,,Coalition & Community Building,Skills Development,Yes,"To me, peace is an unconditional goal that is achieved only when the rights of all people, regardless
of their identity, are respected, upheld, and protected, so all various communities can live in safety and
exist in harmony. I believe that my project has been able to contribute to peace through promoting inclusion
and the rights of the LGBTQIA+ community. Filled with the passion to help others recognize their very existence, I
founded Our Pride. The name “Our Pride” denotes the sheer joy and courage in fighting against stigma and
discrimination based on gender identity, sexuality, and sexual orientation in order to take ownership of
individual, authentic selves. This project is indeed dedicated to everyone; it exists to let everyone recognize
and take pride in their own identity–sexuality, gender identity, gender expression, and sexual
characteristics. Through this project, I learned about the varying circumstances within the families of many
queer friends and the common ambition in striving for acceptance from their own families."
2284,Paper to Pixels,Ithaca College,Lillian Goodin,New York,"42.652580,-73.756230","Education Quality, Equity & Access",Health & Wellbeing,Documentary & Reporting,,No,"This project initially set out to address the impact of digital technology on education, focusing on the transition from paper-based learning to screen-based mediums and its implications for students’development. As the work unfolded, however, the focus evolved into a broader exploration of the culture surrounding personal devices, specifically smartphones, which shape nearly every aspect of our daily lives. The project set out to address the national issues of depression, anxiety, disconnection, and screen addiction. I chose documentary filmmaking as the medium because it is both my field of study and
a form of storytelling that can simultaneously captivate and educate audiences.I define peace as the cultivation of understanding within our circumstances. An inner stillness that
can shape our outer reality. In the context of this project, peace emerges when individuals recognize their
relationship with technology and reclaim agency over how they live, learn, and connect with others."
2277,"Partitioned Past, United Future: Being Desi in India and Pakistan",International House,Bharat Sharma,Pakistan,"30.000000,70.000000",Social Cohesion,Environment & Climate,Dialogue,,Yes,"The ‘Partitioned Past, United Future: Being Desi in India and Pakistan’ sought to address the lack
of humanization and people-to-people contact between youth of India and Pakistan by creating dialogue
between students in Delhi and Lahore. Over eight weeks, participants engaged in structured online
dialogues, in-person cohort sessions, guest speaker events with experienced peacebuilders, and
designed their own community-based projects to foster empathy and reconciliation across borders. For the purposes of this project, ‘peace’ was defined as the re-definition of relationships heavily
influenced by hostility, historical amnesia, and political and cultural discourse between two countries. We
understood peace not just as the absence of violence but as the presence of relationships,
understanding, and shared responsibility.  
In our view, the project was highly impactful in contributing to this idea of peace: while this was
small-scale, 7 participants from Delhi and Lahore each (14 total) engaged in conversations with each
other. In the short term, we observed participants moving beyond binary ways of thinking. Their
conversations challenged preconceived notions and fostered more nuanced perspectives about the
“Other.”  Participants also designed community-based projects to apply their learning. The
projects included: a heritage documentary on Delhi and Lahore as “tale of two cities,” a fashion initiative
around South Asian peace, an open mic series about India–Pakistan suffering, a history project on the
River Beas, unpacking the relationship between women and the India-Pakistan relationship and creating
a letter exchange amongst school going children in the two countries, amongst others. These were highly
creative, fruitful and gave the participants a chance to understand their role in peacebuilding and the
forms of internal reflection needed.
For many, it was the first time engaging in a cross-border dialogue, which shifted how they
understood cultural and societal assumptions. In the long term, we see participants investing deeply in
their peace projects, with aspirations to scale them up. Several expressed interest in pursuing
peacebuilding as part of their broader life trajectories, signaling that the projects and conversations may
have lasting influence beyond this summer."
,,,Museera Moghis ,,,,,,,,
2332,"Pathways to Wellness: Promoting Housing Security through Knowledge, Opportunities, and  Empowerment",University of Florida,Tara Fenelon,"Gainesville, FL","29.651630,-82.324830",Social Cohesion,,Equipment & Materials,Coalition & Community Building,No,"In Pathways to Wellness, we worked to address disparities in resource availability that individuals who are unhoused face in their daily lives, including inaccessibility to basic hygiene products, fresh produce, stable employment, wellness opportunities, and healthcare. Our team defines peace as the absence of conflict, violence, and uncontrollable hardship, alongside the presence of acceptance and comfort with one’s state of being. By supporting empowerment,independence, and well-being, our project may encourage inner peace for individuals facing housing instability. Although we have always considered ourselves optimists, the increase in violence and division in the world can sometimes make society feel as though it is trending toward an “every man for himself” mentality rather than unity. Through this project, we learned that when given the opportunity, people are eager to step forward, collaborate, and make a positive difference. This reinforced our belief in the power of community and the importance of creating spaces for collective action. Furthermore, the project challenged us to adapt quickly and develop practical solutions, strengthening our critical thinking and
problem-solving skills."
,,,Ava Theng,,,,,,,,
2351,"Peace Lab Ethiopia: Youth Leadership in Science, Advocacy & Children's",Johannes Gutenberg University Mainz,Eliana Zewdie,Addis Ababa,"9.024970,38.746890",Social Cohesion,,Educational Enrichment,,Yes,"The project was initiated out of the team’s passion for supporting our community and addressing challenges faced by
Ethiopian youth, including limited access to education, social inequality, and displacement. Recognizing that peace
involves the realization of human rights, we designed a seven-day program guided by the UN Convention on the Rights of
the Child, with each day focusing on a specific right such as education, gender equality, participation, digital literacy, and
environmental sustainability. Students engaged in hands-on activities, mentorship, collaborative research, workshops with
experts, and field visits, applying learning in practical contexts. Our approach emphasized experiential learning, civic
engagement, and solution-oriented thinking, equipping students with advocacy, leadership, critical thinking, and problem-
solving skills while fostering a STEM-driven, innovative mindset.  Peace is built on a profound understanding of challenges and is stabilized through trust and patience.  
Having colleges and collaborators who share a vision and want to jointly follow a purpose is a great leaf of hope even
when it gets complicated. We define our project as peacebuilding, because our goal was to institutionalize the idea of a
Peace Lab with academic legitimation, to build a house for collaboration and expression of the topics of our time. Yet, we
have come to realize that it is the passion behind the process and the engagement of the participants that brings light to
the house and makes it a safe haven in times of crisis. Projects for Peace was an imperative for everyone involved to live
according to a joint definition of peace and to continuously develop it in collaboration to share it. The biggest value that
this project brought is community – the 16 participants grew into a community of changemakers and peers beyond their
scholarly ambition, just as students from German universities and Institute for Peace & Security Studies now connected knowing that there is so much
more peace to build."
,,,Sandra Kebede,,,,,,,,
2250,Peace Through Childcare,Duke University,Melat Woldetensae,Kisumu,"-0.102210,34.761710",Health & Wellbeing,,Infrastructure,,No,"Jali Watoto (“care for children” in Kiswahili) began when we saw mothers in Kisumu
missing critical medical appointments because they had no safe place to leave their children. Partnering with hospital administrators, community health promoters, and childcare specialists, we built two free childcare and breastfeeding centers so mothers can prioritize their health while knowing their children are cared for.  Peace comes from having autonomy to care for one’s inner well-being. For mothers, such
peace is hard to achieve when sacrifices on the child’s behalf are expected. The mission of Jali Watoto is
to alleviate mothers of the difficult choice between her child’s safety and her own health. We hope to
promote peace of mind for mothers as they simultaneously prioritize their own health and take care of
their children. Jali Watoto has helped over 6,000 mothers and children and introduced a sense of fun and
play for children at the hospital. While we were there, we saw the benefits of a happy space for mothers
as well. One young mother invited us to jump rope with her and throw a ball around while her baby was
taking a nap. Other parents are simply happy to see their child happy. These short-term benefits extend
into long-term benefits as there are fewer barriers for patients to attend their hospital appointments. For
mothers and children especially, we would expect higher rates of vaccination/treatment and increased
appointment attendance which could lead to improved follow through on treatments that need several
visits.
"
,,,Sydney Chen,,,,,,,,
,,,Anne Charles,,,,,,,,
2281,Peace with Time,International House,Yejia Sun,New York,"42.652580,-73.756230",Health & Wellbeing,Human Rights & Justice,Documentary & Reporting,Advocacy & Organizing,No,"I initiated this project to support caregivers, a role and labor that has long been neglected in hospice care and for people with special needs. With the growing aging population worldwide, the question of how to care for our own aging families or families in need has become a universal concern. Peace with Time seeks to create a space for caregivers to practice self-care and share their stories through photography and storytelling. I began sending out cameras and holding online conversations with previous interviewees and new participants. Many participants shared that the film camera became a valuable medium for remembering the loved ones they care for and for creating new memories. This process has evolved into a form of healing and creative therapy, enabling caregivers to become artists documenting the precious time they spend with those they care for."
2349,PFAS and Environmental Justice Awareness Film,Worcester Polytechnic Institute,Roland Slezas,Boston,"42.358430,-71.059770",Environment & Climate,Health & Wellbeing,Documentary & Reporting,,,"‘PFAS and You’ is a documentary film that provides an in-depth but accessible explanation of
many issues surrounding the spread of PFAS (Per- and Polyfluoroalkyl Substances) in today’s world,
including their persistence, presence in the environment, health effects, and the current state of
environmental injustice related to the spread of these chemicals.
The film includes expert testimony from three different non-profits, in-the-field journalism, and
archival research and footage.
Alongside the film, a lengthy informative article was developed, aimed at diving deeper into the
specifics of the PFAS crisis, and two public screenings were arranged, both online and in-person,
complete with a panel discussion with leading experts in public health and chemical exposure to foster
community attention and action.I believe peace comes from awareness and access to the truth, giving individuals the power to
make informed decisions about their health, and the ability to speak up for causes that will benefit them
and their community. In this sense, PFAS and You contributes to this by bringing to light many aspects of toxic
chemical contamination that are not well-known to the public, such as the role of chemical manufacturers
and the EPA in allowing this contamination to occur long after the chemicals were determined to be toxic.
This gives the public peace-of-mind through clarity on these complicated topics, and opportunities to
contribute. I found that many of the people I spoke to throughout the making of the film had never heard
of PFAS and were shocked to hear about the implications these chemicals have for health and the
environment."
2307,Project Isa Lang,Pitzer College,Samuel Basa,Sibuyan Island,"12.385560,122.561390",Environment & Climate,"Education Quality, Equity & Access",Equipment & Materials,Educational Enrichment,Yes,"Project Isa Lang (meaning “only one” in Tagalog) is a place-based environmental education
initiative that centers Sibuyan Island’s globally unique ecology to foster community-led conservation and
youth engagement. Working to address threats from deforestation, biodiversity loss, and the erosion of
local ecological knowledge, the project partnered with local educators at Teresa Bernas Memorial School
to co-develop interactive lessons and activities that make complex environmental concepts accessible to
students, cultivating pride, responsibility, and hope for Sibuyan’s natural heritage. The program combines classroom instruction, experiential outdoor learning, and
thoughtful reflection activities. Each day of the first week, we introduce a core ecological theme, central to
Sibuyan’s unique story–such as island isolation, adaptation, and endemism. These concepts are key to
understanding Sibuyan's importance, while providing necessary context on the broader importance of
biodiversity. In the second week, we move beyond the classroom to hands-on outdoor experiential
learning, connecting students with the ecosystems that surround them. In coordination with local guides
and the DENR, students will explore a Biodiversity Assessment Monitoring System Transect (BAMS)
set-up within the forest of the Bernas-Basa property.

These lessons and activities came alive through participative weekly development meetings with
the head science teacher, Sir Gerald Ruda, where we worked with our team of volunteers to design,
refine, and adapt lesson plans that reflected the uniqueness of the island’s ecology. Throughout the
summer, we worked closely with Sir. Gerald and the school principal to strengthen the project’s
sustainability: supporting his understanding and contributions to the lessons, instilling confidence to
administer them after our departure from Sibuyan, and ensuring that the program fit into the school’s
long-term vision. These locally collaborative efforts in program development are also reflected in our
lesson plan testing. Fifteen local children, all of whom are recent graduates of TBMS, played a critical role
in piloting the lessons and activities. By testing the lessons with them first, we were able to observe which
activities sparked the most engagement, which concepts needed clarification, and how best to pace each
session. Their feedback directly shaped the design of this pilot program, assuring that it is accessible,
enjoyable, and relevant to the lived experiences of similarly aged youth. Additionally, under the guidance
of our project mentors of the Ingle Trust Foundation of Davao and Philippine herpetologist Camilla
Meneses, we strived to strengthen the program’s scientific grounding and pedagogical design. Their
expertise ensured that our curriculum not only communicated key ecological concepts but also reflected
best practices in EE. Our work with place-based environmental education this summer demonstrated to
us that building lasting peace requires a localized-intimate approach and a deep understanding of the
narratives that shape a place. By grounding lessons in Sibuyan’s unique ecology, we saw how students’
pride can grow into a foundation for conservation and community peace.”"
,,,Zhané Moledina,,,,,,,,
,,Damascus University,Sham Hamed,,,,,,,,
